Date,Time,CO(GT),PT08.S1(CO),NMHC(GT)
24/06/2004,14.00.00,1,2,988
24/06/2004,15.00.00,1,3,971
24/06/2004,16.00.00,1,4,999
24/06/2004,17.00.00,1,6,989
24/06/2004,18.00.00,2,1,1075
24/06/2004,19.00.00,3,1190,-200
24/06/2004,20.00.00,2,8,1172
24/06/2004,21.00.00,3,8,1256
24/06/2004,22.00.00,3,2,1190
24/06/2004,23.00.00,4,1,1249
25/06/2004,00.00.00,2,6,1072
25/06/2004,01.00.00,2,1035,-200
25/06/2004,02.00.00,0,9,839
25/06/2004,03.00.00,0,7,833
25/06/2004,04.00.00,0,6,804
25/06/2004,05.00.00,0,6,811
25/06/2004,06.00.00,1,6,1028
25/06/2004,07.00.00,2,6,1138
25/06/2004,08.00.00,2,9,1203
25/06/2004,09.00.00,2,8,1193
25/06/2004,10.00.00,1,9,1049
25/06/2004,11.00.00,1,9,1090
25/06/2004,12.00.00,2,1,1070
25/06/2004,13.00.00,1,9,1014
25/06/2004,14.00.00,1,6,972
25/06/2004,15.00.00,1,6,951
25/06/2004,16.00.00,2,1,1033
25/06/2004,17.00.00,2,4,983
25/06/2004,18.00.00,2,8,973
25/06/2004,19.00.00,3,4,1083
25/06/2004,20.00.00,3,4,1062
25/06/2004,21.00.00,2,7,1011
25/06/2004,22.00.00,2,6,1054
25/06/2004,23.00.00,2,3,1013
26/06/2004,00.00.00,1,2,870
26/06/2004,01.00.00,1,857,-200
26/06/2004,02.00.00,0,9,835
26/06/2004,03.00.00,1,1,844
26/06/2004,04.00.00,-200,763,-200
26/06/2004,05.00.00,0,4,769
26/06/2004,06.00.00,0,9,891
26/06/2004,07.00.00,1,8,1037
26/06/2004,08.00.00,2,2,1090
26/06/2004,09.00.00,2,4,1117
26/06/2004,10.00.00,2,3,1109
26/06/2004,11.00.00,1,6,961
26/06/2004,12.00.00,1,4,985
26/06/2004,13.00.00,1,4,960
26/06/2004,14.00.00,1,927,-200
26/06/2004,15.00.00,1,958,-200
26/06/2004,16.00.00,1,2,1019
26/06/2004,17.00.00,1,3,1010
26/06/2004,18.00.00,1,5,1030
26/06/2004,19.00.00,1,9,1100
26/06/2004,20.00.00,1,8,1079
26/06/2004,21.00.00,1,4,1036
26/06/2004,22.00.00,1,7,1085
26/06/2004,23.00.00,2,7,1214
27/06/2004,00.00.00,2,1,1127
27/06/2004,01.00.00,1,4,1038
27/06/2004,02.00.00,1,948,-200
27/06/2004,03.00.00,1,953,-200
27/06/2004,04.00.00,0,8,869
27/06/2004,05.00.00,0,5,809
27/06/2004,06.00.00,0,6,833
27/06/2004,07.00.00,0,6,857
27/06/2004,08.00.00,1,966,-200
27/06/2004,09.00.00,1,6,1063
27/06/2004,10.00.00,1,9,1110
27/06/2004,11.00.00,1,7,1055
27/06/2004,12.00.00,1,1,939
27/06/2004,13.00.00,0,8,816
27/06/2004,14.00.00,0,7,841
27/06/2004,15.00.00,0,7,842
27/06/2004,16.00.00,1,2,990
27/06/2004,17.00.00,1,6,1042
27/06/2004,18.00.00,1,6,1089
27/06/2004,19.00.00,1,7,1102
27/06/2004,20.00.00,2,1095,-200
27/06/2004,21.00.00,2,3,1116
27/06/2004,22.00.00,2,4,1105
27/06/2004,23.00.00,1,7,1018
28/06/2004,00.00.00,1,2,991
28/06/2004,01.00.00,1,923,-200
28/06/2004,02.00.00,0,6,874
28/06/2004,03.00.00,0,5,846
28/06/2004,04.00.00,0,4,838
28/06/2004,05.00.00,0,5,827
28/06/2004,06.00.00,0,7,901
28/06/2004,07.00.00,3,2,1291
28/06/2004,08.00.00,5,6,1441
28/06/2004,09.00.00,4,6,1363
28/06/2004,10.00.00,3,3,1218
28/06/2004,11.00.00,2,1,1132
28/06/2004,12.00.00,1,9,1103
28/06/2004,13.00.00,1,9,1081
28/06/2004,14.00.00,1,6,1079
28/06/2004,15.00.00,2,1167,-200
28/06/2004,16.00.00,1,8,1148
28/06/2004,17.00.00,2,9,1221
28/06/2004,18.00.00,3,4,1255
28/06/2004,19.00.00,3,1,1245
28/06/2004,20.00.00,2,5,1162
28/06/2004,21.00.00,1,8,1079
28/06/2004,22.00.00,1,8,1091
28/06/2004,23.00.00,2,1085,-200
29/06/2004,00.00.00,1,5,1050
29/06/2004,01.00.00,0,8,941
29/06/2004,02.00.00,0,4,891
29/06/2004,03.00.00,0,3,842
29/06/2004,04.00.00,-200,850,-200
29/06/2004,05.00.00,0,5,863
29/06/2004,06.00.00,0,7,956
29/06/2004,07.00.00,3,4,1384
29/06/2004,08.00.00,5,7,1502
29/06/2004,09.00.00,3,2,1219
29/06/2004,10.00.00,2,7,1237
29/06/2004,11.00.00,2,1,1181
29/06/2004,12.00.00,2,8,1251
29/06/2004,13.00.00,2,5,1214
29/06/2004,14.00.00,2,1,1166
29/06/2004,15.00.00,2,5,1226
29/06/2004,16.00.00,2,7,1265
29/06/2004,17.00.00,3,7,1317
29/06/2004,18.00.00,3,7,1372
29/06/2004,19.00.00,4,6,1443
29/06/2004,20.00.00,2,6,1200
29/06/2004,21.00.00,2,5,1216
29/06/2004,22.00.00,2,3,1160
29/06/2004,23.00.00,2,2,1194
30/06/2004,00.00.00,2,5,1199
30/06/2004,01.00.00,0,9,965
30/06/2004,02.00.00,0,8,961
30/06/2004,03.00.00,0,7,901
30/06/2004,04.00.00,0,5,864
30/06/2004,05.00.00,0,7,952
30/06/2004,06.00.00,0,9,1009
30/06/2004,07.00.00,2,2,1225
30/06/2004,08.00.00,2,8,1245
30/06/2004,09.00.00,2,9,1265
30/06/2004,10.00.00,2,9,1276
30/06/2004,11.00.00,3,1232,-200
30/06/2004,12.00.00,2,5,1193
30/06/2004,13.00.00,2,3,1162
30/06/2004,14.00.00,2,1,1126
30/06/2004,15.00.00,1,9,1089
30/06/2004,16.00.00,2,3,1134
30/06/2004,17.00.00,4,2,1388
30/06/2004,18.00.00,4,9,1506
30/06/2004,19.00.00,4,9,1352
30/06/2004,20.00.00,3,5,1217
30/06/2004,21.00.00,2,5,1149
30/06/2004,22.00.00,2,5,1156
30/06/2004,23.00.00,2,6,1180
01/07/2004,00.00.00,2,3,1109
01/07/2004,01.00.00,1,5,1032
01/07/2004,02.00.00,0,9,893
01/07/2004,03.00.00,0,6,848
01/07/2004,04.00.00,0,6,850
01/07/2004,05.00.00,0,8,938
01/07/2004,06.00.00,0,9,948
01/07/2004,07.00.00,2,4,1225
01/07/2004,08.00.00,3,9,1380
01/07/2004,09.00.00,2,9,1276
01/07/2004,10.00.00,2,7,1246
01/07/2004,11.00.00,2,1141,-200
01/07/2004,12.00.00,2,4,1199
01/07/2004,13.00.00,2,1156,-200
01/07/2004,14.00.00,1,8,1158
01/07/2004,15.00.00,1,9,1163
01/07/2004,16.00.00,1,8,1078
01/07/2004,17.00.00,2,9,1244
01/07/2004,18.00.00,3,3,1236
01/07/2004,19.00.00,4,4,1364
01/07/2004,20.00.00,3,4,1193
01/07/2004,21.00.00,1,9,1078
01/07/2004,22.00.00,2,1,1140
01/07/2004,23.00.00,2,5,1239
02/07/2004,00.00.00,2,3,1171
02/07/2004,01.00.00,1,7,1065
02/07/2004,02.00.00,1,5,1024
02/07/2004,03.00.00,0,8,873
02/07/2004,04.00.00,-200,874,-200
02/07/2004,05.00.00,0,5,887
02/07/2004,06.00.00,0,8,993
02/07/2004,07.00.00,2,6,1299
02/07/2004,08.00.00,4,9,1529
02/07/2004,09.00.00,2,9,1320
02/07/2004,10.00.00,2,8,1226
02/07/2004,11.00.00,1,8,1105
02/07/2004,12.00.00,1,8,1160
02/07/2004,13.00.00,1,9,1125
02/07/2004,14.00.00,1,7,1099
02/07/2004,15.00.00,1,7,1124
02/07/2004,16.00.00,1,9,1105
02/07/2004,17.00.00,2,1,1035
02/07/2004,18.00.00,2,4,1065
02/07/2004,19.00.00,3,1051,-200
02/07/2004,20.00.00,2,8,1073
02/07/2004,21.00.00,1,9,1008
02/07/2004,22.00.00,2,1,1090
02/07/2004,23.00.00,1,8,1048
03/07/2004,00.00.00,2,5,1131
03/07/2004,01.00.00,1,1,953
03/07/2004,02.00.00,0,7,897
03/07/2004,03.00.00,0,7,900
03/07/2004,04.00.00,0,4,828
03/07/2004,05.00.00,0,7,892
03/07/2004,06.00.00,0,7,914
03/07/2004,07.00.00,1,8,1096
03/07/2004,08.00.00,2,3,1173
03/07/2004,09.00.00,1,9,1125
03/07/2004,10.00.00,1,7,1079
03/07/2004,11.00.00,1,3,974
03/07/2004,12.00.00,1,5,977
03/07/2004,13.00.00,1,3,912
03/07/2004,14.00.00,0,8,896
03/07/2004,15.00.00,0,8,896
03/07/2004,16.00.00,1,1,956
03/07/2004,17.00.00,1,2,970
03/07/2004,18.00.00,1,2,929
03/07/2004,19.00.00,1,4,947
03/07/2004,20.00.00,1,1,1003
03/07/2004,21.00.00,1,5,1045
03/07/2004,22.00.00,2,1125,-200
03/07/2004,23.00.00,1,9,1138
04/07/2004,00.00.00,2,2,1217
04/07/2004,01.00.00,1,1,983
04/07/2004,02.00.00,1,1,1007
04/07/2004,03.00.00,0,8,957
04/07/2004,04.00.00,0,6,914
04/07/2004,05.00.00,0,6,886
04/07/2004,06.00.00,0,6,899
04/07/2004,07.00.00,0,6,942
04/07/2004,08.00.00,1,1,1022
04/07/2004,09.00.00,1,1009,-200
04/07/2004,10.00.00,1,1025,-200
04/07/2004,11.00.00,1,977,-200
04/07/2004,12.00.00,0,8,936
04/07/2004,13.00.00,0,7,884
04/07/2004,14.00.00,0,4,809
04/07/2004,15.00.00,0,5,852
04/07/2004,16.00.00,0,6,872
04/07/2004,17.00.00,0,7,839
04/07/2004,18.00.00,0,9,854
04/07/2004,19.00.00,1,6,971
04/07/2004,20.00.00,1,6,985
04/07/2004,21.00.00,1,7,1027
04/07/2004,22.00.00,1,3,1012
04/07/2004,23.00.00,1,9,1086
05/07/2004,00.00.00,1,5,1025
05/07/2004,01.00.00,0,6,848
05/07/2004,02.00.00,0,4,839
05/07/2004,03.00.00,0,3,814
05/07/2004,04.00.00,-200,816,-200
05/07/2004,05.00.00,0,4,799
05/07/2004,06.00.00,0,7,879
05/07/2004,07.00.00,2,1104,-200
05/07/2004,08.00.00,3,9,1344
05/07/2004,09.00.00,3,6,1226
05/07/2004,10.00.00,3,2,1157
05/07/2004,11.00.00,2,2,1059
05/07/2004,12.00.00,2,2,1076
05/07/2004,13.00.00,2,1,1066
05/07/2004,14.00.00,1,8,1049
05/07/2004,15.00.00,2,1097,-200
05/07/2004,16.00.00,1,8,1087
05/07/2004,17.00.00,3,1269,-200
05/07/2004,18.00.00,4,3,1328
05/07/2004,19.00.00,3,5,1200
05/07/2004,20.00.00,2,5,1098
05/07/2004,21.00.00,1,8,1058
05/07/2004,22.00.00,1,9,1081
05/07/2004,23.00.00,1,9,1062
06/07/2004,00.00.00,1,9,1078
06/07/2004,01.00.00,0,9,917
06/07/2004,02.00.00,0,7,881
06/07/2004,03.00.00,0,6,865
06/07/2004,04.00.00,0,4,829
06/07/2004,05.00.00,0,7,913
06/07/2004,06.00.00,1,6,1077
06/07/2004,07.00.00,3,8,1337
06/07/2004,08.00.00,5,1,1467
06/07/2004,09.00.00,3,4,1257
06/07/2004,10.00.00,2,6,1227
06/07/2004,11.00.00,2,2,1188
06/07/2004,12.00.00,3,4,1301
06/07/2004,13.00.00,3,4,1201
06/07/2004,14.00.00,1,8,1058
06/07/2004,15.00.00,2,1037,-200
06/07/2004,16.00.00,2,4,1055
06/07/2004,17.00.00,3,8,1179
06/07/2004,18.00.00,4,4,1298
06/07/2004,19.00.00,3,9,1213
06/07/2004,20.00.00,4,1233,-200
06/07/2004,21.00.00,2,5,1086
06/07/2004,22.00.00,2,1,1056
06/07/2004,23.00.00,2,4,1138
07/07/2004,00.00.00,2,1,1112
07/07/2004,01.00.00,1,6,992
07/07/2004,02.00.00,0,8,895
07/07/2004,03.00.00,0,5,843
07/07/2004,04.00.00,0,4,828
07/07/2004,05.00.00,0,5,894
07/07/2004,06.00.00,1,3,1072
07/07/2004,07.00.00,4,1,1425
07/07/2004,08.00.00,4,1,1428
07/07/2004,09.00.00,4,1359,-200
07/07/2004,10.00.00,2,2,1182
07/07/2004,11.00.00,2,1117,-200
07/07/2004,12.00.00,2,1119,-200
07/07/2004,13.00.00,2,2,1068
07/07/2004,14.00.00,2,2,1090
07/07/2004,15.00.00,1,8,1056
07/07/2004,16.00.00,1,8,1098
07/07/2004,17.00.00,3,3,1318
07/07/2004,18.00.00,4,3,1348
07/07/2004,19.00.00,5,3,1502
07/07/2004,20.00.00,4,3,1373
07/07/2004,21.00.00,3,6,1397
07/07/2004,22.00.00,2,4,1286
07/07/2004,23.00.00,2,1,1222
08/07/2004,00.00.00,1,2,1069
08/07/2004,01.00.00,0,9,1011
08/07/2004,02.00.00,0,6,962
08/07/2004,03.00.00,0,5,919
08/07/2004,04.00.00,-200,969,-200
08/07/2004,05.00.00,0,6,986
08/07/2004,06.00.00,0,6,990
08/07/2004,07.00.00,2,2,1296
08/07/2004,08.00.00,3,2,1371
08/07/2004,09.00.00,3,1385,-200
08/07/2004,10.00.00,2,7,1381
08/07/2004,11.00.00,3,2,1396
08/07/2004,12.00.00,1,4,1070
08/07/2004,13.00.00,1,3,1076
08/07/2004,14.00.00,1,4,1126
08/07/2004,15.00.00,2,1,1225
08/07/2004,16.00.00,2,4,1202
08/07/2004,17.00.00,3,1,1308
08/07/2004,18.00.00,3,5,1440
08/07/2004,19.00.00,5,1,1611
08/07/2004,20.00.00,4,5,1387
08/07/2004,21.00.00,2,9,1268
08/07/2004,22.00.00,2,6,1237
08/07/2004,23.00.00,2,7,1302
09/07/2004,00.00.00,3,2,1347
09/07/2004,01.00.00,2,3,1355
09/07/2004,02.00.00,1,1023,-200
09/07/2004,03.00.00,0,5,903
09/07/2004,04.00.00,0,4,876
09/07/2004,05.00.00,0,6,932
09/07/2004,06.00.00,1,1020,-200
09/07/2004,07.00.00,2,9,1264
09/07/2004,08.00.00,2,7,1179
09/07/2004,09.00.00,1,8,1079
09/07/2004,10.00.00,1,8,1036
09/07/2004,11.00.00,1,7,1002
09/07/2004,12.00.00,1,5,995
09/07/2004,13.00.00,1,7,1008
09/07/2004,14.00.00,1,3,978
09/07/2004,15.00.00,1,5,989
09/07/2004,16.00.00,1,5,961
09/07/2004,17.00.00,2,3,1009
09/07/2004,18.00.00,2,2,970
09/07/2004,19.00.00,2,8,1097
09/07/2004,20.00.00,2,7,1065
09/07/2004,21.00.00,1,7,1036
09/07/2004,22.00.00,1,5,1049
09/07/2004,23.00.00,2,3,1147
10/07/2004,00.00.00,2,3,1118
10/07/2004,01.00.00,1,5,1016
10/07/2004,02.00.00,1,940,-200
10/07/2004,03.00.00,0,5,836
10/07/2004,04.00.00,0,3,831
10/07/2004,05.00.00,0,4,877
10/07/2004,06.00.00,0,5,872
10/07/2004,07.00.00,0,9,958
10/07/2004,08.00.00,1,1,959
10/07/2004,09.00.00,1,4,997
10/07/2004,10.00.00,1,1,916
10/07/2004,11.00.00,0,9,895
10/07/2004,12.00.00,0,8,855
10/07/2004,13.00.00,0,8,861
10/07/2004,14.00.00,0,6,821
10/07/2004,15.00.00,0,6,835
10/07/2004,16.00.00,0,5,813
10/07/2004,17.00.00,0,7,833
10/07/2004,18.00.00,0,8,859
10/07/2004,19.00.00,0,9,887
10/07/2004,20.00.00,1,3,970
10/07/2004,21.00.00,1,3,990
10/07/2004,22.00.00,1,4,1022
10/07/2004,23.00.00,1,9,1075
11/07/2004,00.00.00,2,3,1088
11/07/2004,01.00.00,1,925,-200
11/07/2004,02.00.00,0,5,853
11/07/2004,03.00.00,1,918,-200
11/07/2004,04.00.00,0,4,796
11/07/2004,05.00.00,0,3,796
11/07/2004,06.00.00,0,2,795
11/07/2004,07.00.00,0,4,842
11/07/2004,08.00.00,0,3,850
11/07/2004,09.00.00,0,6,884
11/07/2004,10.00.00,0,6,907
11/07/2004,11.00.00,0,6,846
11/07/2004,12.00.00,0,5,827
11/07/2004,13.00.00,0,4,804
11/07/2004,14.00.00,0,2,775
11/07/2004,15.00.00,0,4,802
11/07/2004,16.00.00,0,6,844
11/07/2004,17.00.00,0,9,881
11/07/2004,18.00.00,0,7,877
11/07/2004,19.00.00,1,2,931
11/07/2004,20.00.00,1,6,1011
11/07/2004,21.00.00,1,8,1035
11/07/2004,22.00.00,2,4,1153
11/07/2004,23.00.00,1,5,1020
12/07/2004,00.00.00,0,9,954
12/07/2004,01.00.00,0,8,903
12/07/2004,02.00.00,0,2,779
12/07/2004,03.00.00,0,1,761
12/07/2004,04.00.00,-200,780,-200
12/07/2004,05.00.00,0,5,835
12/07/2004,06.00.00,1,4,1004
12/07/2004,07.00.00,3,3,1272
12/07/2004,08.00.00,3,6,1173
12/07/2004,09.00.00,1,7,986
12/07/2004,10.00.00,1,5,942
12/07/2004,11.00.00,1,6,957
12/07/2004,12.00.00,2,1,1024
12/07/2004,13.00.00,2,1,962
12/07/2004,14.00.00,1,6,958
12/07/2004,15.00.00,1,3,933
12/07/2004,16.00.00,1,6,942
12/07/2004,17.00.00,3,1,1073
12/07/2004,18.00.00,3,3,1086
12/07/2004,19.00.00,3,4,1091
12/07/2004,20.00.00,2,8,980
12/07/2004,21.00.00,1,5,904
12/07/2004,22.00.00,1,3,865
12/07/2004,23.00.00,1,6,898
13/07/2004,00.00.00,1,5,945
13/07/2004,01.00.00,1,854,-200
13/07/2004,02.00.00,0,5,751
13/07/2004,03.00.00,0,4,723
13/07/2004,04.00.00,0,6,754
13/07/2004,05.00.00,0,7,758
13/07/2004,06.00.00,1,3,873
13/07/2004,07.00.00,4,1176,-200
13/07/2004,08.00.00,5,1257,-200
13/07/2004,09.00.00,3,6,1137
13/07/2004,10.00.00,2,8,1064
13/07/2004,11.00.00,2,6,1026
13/07/2004,12.00.00,2,7,986
13/07/2004,13.00.00,2,3,908
13/07/2004,14.00.00,2,888,-200
13/07/2004,15.00.00,1,3,843
13/07/2004,16.00.00,1,7,905
13/07/2004,17.00.00,2,8,1023
13/07/2004,18.00.00,3,8,1125
13/07/2004,19.00.00,4,9,1211
13/07/2004,20.00.00,4,3,1140
13/07/2004,21.00.00,2,6,1029
13/07/2004,22.00.00,2,4,981
13/07/2004,23.00.00,1,9,971
14/07/2004,00.00.00,1,4,927
14/07/2004,01.00.00,1,1,868
14/07/2004,02.00.00,0,9,863
14/07/2004,03.00.00,0,7,820
14/07/2004,04.00.00,0,5,777
14/07/2004,05.00.00,0,8,855
14/07/2004,06.00.00,1,3,960
14/07/2004,07.00.00,4,7,1310
14/07/2004,08.00.00,4,6,1339
14/07/2004,09.00.00,3,7,1211
14/07/2004,10.00.00,2,8,1068
14/07/2004,11.00.00,1,8,932
14/07/2004,12.00.00,1,9,949
14/07/2004,13.00.00,2,944,-200
14/07/2004,14.00.00,2,966,-200
14/07/2004,15.00.00,2,1,940
14/07/2004,16.00.00,2,1,934
14/07/2004,17.00.00,3,2,1052
14/07/2004,18.00.00,4,1109,-200
14/07/2004,19.00.00,4,6,1169
14/07/2004,20.00.00,3,1093,-200
14/07/2004,21.00.00,2,9,1084
14/07/2004,22.00.00,1,9,970
14/07/2004,23.00.00,1,4,951
15/07/2004,00.00.00,2,1,1038
15/07/2004,01.00.00,1,2,950
15/07/2004,02.00.00,0,6,831
15/07/2004,03.00.00,0,4,813
15/07/2004,04.00.00,-200,797,-200
15/07/2004,05.00.00,0,4,824
15/07/2004,06.00.00,0,7,879
15/07/2004,07.00.00,2,3,1132
15/07/2004,08.00.00,4,1291,-200
15/07/2004,09.00.00,2,8,1193
15/07/2004,10.00.00,1,6,1057
15/07/2004,11.00.00,1,6,1027
15/07/2004,12.00.00,2,1084,-200
15/07/2004,13.00.00,2,1032,-200
15/07/2004,14.00.00,1,7,977
15/07/2004,15.00.00,2,1039,-200
15/07/2004,16.00.00,2,2,1056
15/07/2004,17.00.00,3,2,1164
15/07/2004,18.00.00,3,6,1124
15/07/2004,19.00.00,3,8,1152
15/07/2004,20.00.00,4,8,1223
15/07/2004,21.00.00,2,8,1058
15/07/2004,22.00.00,2,6,1049
15/07/2004,23.00.00,1,9,1010
16/07/2004,00.00.00,1,7,981
16/07/2004,01.00.00,1,886,-200
16/07/2004,02.00.00,0,7,821
16/07/2004,03.00.00,0,5,784
16/07/2004,04.00.00,0,4,771
16/07/2004,05.00.00,0,6,819
16/07/2004,06.00.00,0,7,836
16/07/2004,07.00.00,2,4,1114
16/07/2004,08.00.00,4,4,1319
16/07/2004,09.00.00,3,1,1211
16/07/2004,10.00.00,2,1051,-200
16/07/2004,11.00.00,2,1,1108
16/07/2004,12.00.00,2,1,1014
16/07/2004,13.00.00,2,1,1003
16/07/2004,14.00.00,2,2,1021
16/07/2004,15.00.00,1,6,986
16/07/2004,16.00.00,2,4,1098
16/07/2004,17.00.00,3,3,1157
16/07/2004,18.00.00,4,1190,-200
16/07/2004,19.00.00,4,1,1183
16/07/2004,20.00.00,4,2,1231
16/07/2004,21.00.00,2,9,1102
16/07/2004,22.00.00,2,3,1041
16/07/2004,23.00.00,2,2,1090
17/07/2004,00.00.00,2,1,1074
17/07/2004,01.00.00,1,6,977
17/07/2004,02.00.00,1,2,949
17/07/2004,03.00.00,1,2,912
17/07/2004,04.00.00,0,9,863
17/07/2004,05.00.00,0,6,834
17/07/2004,06.00.00,0,7,865
17/07/2004,07.00.00,1,3,974
17/07/2004,08.00.00,2,1079,-200
17/07/2004,09.00.00,1,9,1084
17/07/2004,10.00.00,2,2,1107
17/07/2004,11.00.00,1,9,1040
17/07/2004,12.00.00,1,5,1019
17/07/2004,13.00.00,1,4,1003
17/07/2004,14.00.00,1,925,-200
17/07/2004,15.00.00,1,910,-200
17/07/2004,16.00.00,1,4,1012
17/07/2004,17.00.00,1,6,1100
17/07/2004,18.00.00,1,6,1046
17/07/2004,19.00.00,2,1,1083
17/07/2004,20.00.00,2,1050,-200
17/07/2004,21.00.00,1,9,1050
17/07/2004,22.00.00,2,3,1142
17/07/2004,23.00.00,2,4,1165
18/07/2004,00.00.00,2,2,1136
18/07/2004,01.00.00,1,2,986
18/07/2004,02.00.00,1,1,971
18/07/2004,03.00.00,0,8,908
18/07/2004,04.00.00,-200,882,-200
18/07/2004,05.00.00,0,6,900
18/07/2004,06.00.00,0,7,935
18/07/2004,07.00.00,0,4,939
18/07/2004,08.00.00,0,6,982
18/07/2004,09.00.00,0,9,1088
18/07/2004,10.00.00,0,9,1065
18/07/2004,11.00.00,0,8,1016
18/07/2004,12.00.00,0,4,930
18/07/2004,13.00.00,0,3,928
18/07/2004,14.00.00,0,1,889
18/07/2004,15.00.00,0,5,966
18/07/2004,16.00.00,0,4,973
18/07/2004,17.00.00,0,3,950
18/07/2004,18.00.00,0,4,982
18/07/2004,19.00.00,0,6,990
18/07/2004,20.00.00,0,8,1017
18/07/2004,21.00.00,1,2,1067
18/07/2004,22.00.00,1,6,1147
18/07/2004,23.00.00,1,2,1132
19/07/2004,00.00.00,0,5,976
19/07/2004,01.00.00,0,3,920
19/07/2004,02.00.00,0,1,879
19/07/2004,03.00.00,-200,854,-200
19/07/2004,04.00.00,0,1,880
19/07/2004,05.00.00,0,3,925
19/07/2004,06.00.00,0,8,1044
19/07/2004,07.00.00,2,3,1279
19/07/2004,08.00.00,3,4,1403
19/07/2004,09.00.00,2,5,1282
19/07/2004,10.00.00,2,4,1262
19/07/2004,11.00.00,2,1,1195
19/07/2004,12.00.00,-200,1173,-200
19/07/2004,13.00.00,-200,1102,-200
19/07/2004,14.00.00,-200,1076,-200
19/07/2004,15.00.00,-200,1078,-200
19/07/2004,16.00.00,-200,1100,-200
19/07/2004,17.00.00,-200,1234,-200
19/07/2004,18.00.00,-200,1323,-200
19/07/2004,19.00.00,-200,1263,-200
19/07/2004,20.00.00,-200,1216,-200
19/07/2004,21.00.00,-200,1247,-200
19/07/2004,22.00.00,-200,1264,-200
19/07/2004,23.00.00,-200,1111,-200
20/07/2004,00.00.00,-200,1068,-200
20/07/2004,01.00.00,-200,1015,-200
20/07/2004,02.00.00,-200,989,-200
20/07/2004,03.00.00,-200,930,-200
20/07/2004,04.00.00,-200,952,-200
20/07/2004,05.00.00,-200,981,-200
20/07/2004,06.00.00,-200,1138,-200
20/07/2004,07.00.00,-200,1472,-200
20/07/2004,08.00.00,-200,1626,-200
20/07/2004,09.00.00,-200,1480,-200
20/07/2004,10.00.00,-200,1367,-200
20/07/2004,11.00.00,-200,1245,-200
20/07/2004,12.00.00,-200,1194,-200
20/07/2004,13.00.00,-200,1156,-200
20/07/2004,14.00.00,-200,1107,-200
20/07/2004,15.00.00,-200,1127,-200
20/07/2004,16.00.00,-200,1083,-200
20/07/2004,17.00.00,-200,1289,-200
20/07/2004,18.00.00,-200,1209,-200
20/07/2004,19.00.00,-200,1221,-200
20/07/2004,20.00.00,-200,1255,-200
20/07/2004,21.00.00,-200,1163,-200
20/07/2004,22.00.00,-200,1234,-200
20/07/2004,23.00.00,-200,1240,-200
21/07/2004,00.00.00,-200,1128,-200
21/07/2004,01.00.00,-200,1057,-200
21/07/2004,02.00.00,-200,1026,-200
21/07/2004,03.00.00,-200,925,-200
21/07/2004,04.00.00,-200,917,-200
21/07/2004,05.00.00,-200,1011,-200
21/07/2004,06.00.00,-200,1079,-200
21/07/2004,07.00.00,-200,1322,-200
21/07/2004,08.00.00,-200,1526,-200
21/07/2004,09.00.00,-200,1338,-200
21/07/2004,10.00.00,-200,1421,-200
21/07/2004,11.00.00,-200,1197,-200
21/07/2004,12.00.00,-200,1116,-200
21/07/2004,13.00.00,-200,1115,-200
21/07/2004,14.00.00,-200,1018,-200
21/07/2004,15.00.00,-200,1109,-200
21/07/2004,16.00.00,-200,1105,-200
21/07/2004,17.00.00,-200,1128,-200
21/07/2004,18.00.00,4,1,1301
21/07/2004,19.00.00,3,8,1416
21/07/2004,20.00.00,3,4,1301
21/07/2004,21.00.00,2,9,1261
21/07/2004,22.00.00,3,1,1295
21/07/2004,23.00.00,3,5,1239
22/07/2004,00.00.00,2,4,1229
22/07/2004,01.00.00,1,6,1125
22/07/2004,02.00.00,1,3,1044
22/07/2004,03.00.00,0,9,976
22/07/2004,04.00.00,1,1015,-200
22/07/2004,05.00.00,0,8,954
22/07/2004,06.00.00,1,1,1032
22/07/2004,07.00.00,4,4,1518
22/07/2004,08.00.00,-200,1602,-200
22/07/2004,09.00.00,-200,1362,-200
22/07/2004,10.00.00,3,3,1394
22/07/2004,11.00.00,2,1,1205
22/07/2004,12.00.00,2,1,1210
22/07/2004,13.00.00,2,1138,-200
22/07/2004,14.00.00,1,5,1079
22/07/2004,15.00.00,2,1,1158
22/07/2004,16.00.00,2,3,1186
22/07/2004,17.00.00,2,8,1261
22/07/2004,18.00.00,3,6,1339
22/07/2004,19.00.00,4,1342,-200
22/07/2004,20.00.00,3,7,1317
22/07/2004,21.00.00,2,5,1210
22/07/2004,22.00.00,2,3,1220
22/07/2004,23.00.00,2,5,1276
23/07/2004,00.00.00,2,7,1270
23/07/2004,01.00.00,1,3,1053
23/07/2004,02.00.00,0,8,956
23/07/2004,03.00.00,0,9,954
23/07/2004,04.00.00,0,5,912
23/07/2004,05.00.00,0,8,973
23/07/2004,06.00.00,1,1037,-200
23/07/2004,07.00.00,2,9,1306
23/07/2004,08.00.00,3,8,1367
23/07/2004,09.00.00,3,5,1335
23/07/2004,10.00.00,2,4,1250
23/07/2004,11.00.00,1,8,1142
23/07/2004,12.00.00,2,1,1168
23/07/2004,13.00.00,2,1,1125
23/07/2004,14.00.00,1,5,1083
23/07/2004,15.00.00,1,5,1080
23/07/2004,16.00.00,1,8,1085
23/07/2004,17.00.00,2,1,1115
23/07/2004,18.00.00,3,1259,-200
23/07/2004,19.00.00,2,8,1241
